id,tested_positive
385,19.567743
386,13.428114
387,12.615792
388,15.520063
389,18.639462
390,15.459236
391,17.429293
392,13.01359
393,11.089544
394,10.032503
395,15.607832
396,15.334729
397,6.8775
398,12.801983
399,6.172563
400,13.5168495
401,11.015987
402,3.9951422
403,5.6939454
404,10.973124
405,14.631981
406,10.970612
407,6.9308934
408,5.4107127
409,7.051562
410,7.1240144
411,9.1942
412,7.9401517
413,13.398842
414,8.53539
415,13.271992
416,6.79304
417,11.47123
418,7.1052327
419,6.8715444
420,11.359539
421,6.6778297
422,15.290337
423,7.5097613
424,15.192724
425,6.456104
426,14.7613945
427,6.679483
428,7.4057975
429,13.101351
430,15.321341
431,17.524311
432,7.059661
433,3.861253
434,9.915838
435,15.227685
436,10.387949
437,5.3781953
438,12.826377
439,6.3420978
440,15.768429
441,10.838547
442,11.224876
443,14.74917
444,7.6415296
445,18.53243
446,12.261091
447,17.071941
448,11.744629
449,12.3475895
450,7.9253297
451,8.610889
452,12.803767
453,12.486425
454,8.495352
455,13.998553
456,15.507809
457,11.607624
458,16.77611
459,6.968863
460,17.936592
461,8.405477
462,5.9840093
463,6.6226745
464,7.456889
465,5.9128747
466,11.335674
467,16.785776
468,7.9296155
469,11.29714
470,9.929346
471,13.422817
472,11.1735935
473,8.470247
474,11.053745
475,15.4397545
476,6.589189
477,6.0067906
478,8.049492
479,9.071516
480,18.331184
481,16.82464
482,9.295475
483,12.797854
484,10.246668
485,18.100672
486,11.832317
487,10.239931
488,14.297422
489,15.766382
490,9.63773
491,7.489928
492,11.944801
493,10.935577
494,17.538713
495,4.043472
496,18.151758
497,16.35974
498,8.380873
499,12.274429
500,5.42347
501,7.677426
502,17.903185
503,16.83617
504,13.605061
505,10.471459
506,15.288549
507,6.565166
508,10.805567
509,4.9146814
510,9.6861725
511,21.853407
512,10.495886
513,9.466253
514,6.4759984
515,6.0147367
516,20.62397
517,5.5264406
518,13.561348
519,18.675688
520,9.385313
521,11.310264
522,5.4849057
523,7.109488
524,8.261562
525,21.880226
526,10.852762
527,16.644936
528,7.2622685
529,14.222382
530,12.294716
531,7.524593
532,4.789426
533,18.117113
534,7.8428693
535,16.864248
536,9.868626
537,8.56679
538,9.213624
539,15.688671
540,10.067734
541,18.636961
542,17.339378
543,11.239374
544,15.624886
545,9.474568
546,10.023812
547,11.36069
548,8.1095295
549,12.567214
550,8.837753
551,11.263509
552,9.753429
553,9.617033
554,3.8847497
555,15.381714
556,11.396928
557,8.456305
558,12.125057
559,10.757911
560,19.685171
561,11.1154785
562,6.6640162
563,13.127326
564,5.2232447
565,7.476358
566,9.326447
567,17.020704
568,7.686153
569,9.100375
570,7.810987
571,11.856714
572,18.501095
573,10.952429
574,18.7455
575,9.718826
576,16.877493
577,5.4999166
578,6.801983
579,8.267878
580,8.12995
581,6.0716615
582,6.945716
583,7.8685184
584,8.668308
585,7.1364503
586,9.551018
587,4.678823
588,13.103582
589,9.229286
590,8.332962
591,15.890118
592,6.2313085
593,7.540906
594,7.103656
595,7.4338756
596,8.56671
597,9.426472
598,6.600267
599,9.043922
600,10.434185
601,15.598525
602,8.543426
603,5.2073884
604,10.348423
605,16.995066
606,7.9776177
607,10.308717
608,9.727048
609,14.964342
610,15.688644
611,9.194849
612,14.134372
613,4.1938815
614,15.056265
615,8.031925
616,8.267895
617,14.691298
618,7.681706
619,16.799944
620,8.116622
621,8.609058
622,12.774435
623,8.913433
624,9.295382
625,6.808611
626,17.433964
627,20.511427
628,5.713979
629,10.308128
630,6.566069
631,15.957418
632,10.08647
633,17.06503
634,8.37324
635,11.289465
636,13.05948
637,18.163263
638,8.615057
639,18.937445
640,8.610231
641,21.640562
642,8.609443
643,8.119513
644,8.243952
645,10.52072
646,6.141399
647,13.744678
648,9.592047
649,6.2365522
650,14.8504305
651,6.4683876
652,9.990862
653,20.73749
654,16.331558
655,9.838539
656,13.729271
657,24.53896
658,14.751553
659,18.050116
660,14.163858
661,6.980551
662,29.038511
663,8.555986
664,24.524118
665,15.439161
666,10.613469
667,14.392859
668,18.985176
669,9.39982
670,12.796549
671,11.958323
672,11.686281
673,12.835593
674,8.730929
675,21.984198
676,17.13298
677,16.877764
678,9.083963
679,14.378624
680,7.459244
681,9.281717
682,28.807135
683,29.66432
684,7.721008
685,17.877474
686,13.151283
687,13.475028
688,5.8676805
689,5.7389283
690,13.388201
691,9.366201
692,21.836264
693,11.000366
694,7.1667285
695,22.632559
696,6.7323155
697,19.64317
698,16.197931
699,22.25275
700,10.526659
701,13.421093
702,12.206648
703,5.365758
704,11.219423
705,16.553556
706,9.223182
707,10.77507
708,6.800769
709,25.80568
710,18.436926
711,10.304714
712,5.227251
713,12.1507015
714,16.162935
715,7.496593
716,13.994917
717,18.504717
718,7.008432
719,10.332211
720,9.396021
721,15.84815
722,10.816406
723,12.284473
724,16.004948
725,15.997154
726,9.050533
727,14.957098
728,12.232227
729,5.286715
730,23.722729
731,5.3876734
732,6.8218865
733,24.466974
734,8.555761
735,12.067077
736,14.4648
737,14.27301
738,8.428513
739,6.5520663
740,7.0015016
741,14.817366
742,12.277079
743,6.616939
744,10.911259
745,17.854338
746,14.87561
747,16.182001
748,7.2464128
749,10.008678
750,8.374834
751,9.6626
752,10.981119
753,4.7289333
754,11.253732
755,14.949741
756,12.929802
757,6.1169276
758,9.298418
759,10.779987
760,18.294588
761,8.997961
762,9.063983
763,14.866507
764,10.8517685
765,4.8641906
766,13.20645
767,11.603471
768,13.170633
769,5.6942983
770,21.596512
771,12.894401
772,15.691059
773,16.82225
774,9.743717
775,12.083339
776,7.996329
777,20.957916
778,8.862362
779,14.462803
780,20.13847
781,8.350737
782,24.690983
783,11.962595
784,15.111168
785,16.692284
786,14.467491
787,11.177088
788,8.694466
789,7.4902916
790,10.674641
791,9.309588
792,13.621735
793,5.9173865
794,9.841482
795,6.878816
796,14.911629
797,12.533808
798,17.574043
799,10.304649
800,11.140486
801,14.950928
802,9.679953
803,9.650606
804,11.396826
805,6.5659804
806,21.244925
807,16.06111
808,13.458963
809,20.73828
810,19.485147
811,17.151005
812,21.91801
813,14.22846
814,11.155474
815,20.279572
816,18.196299
817,17.99272
818,18.282322
819,9.4527235
820,17.78034
821,4.760711
822,15.219627
823,24.132055
824,16.113783
825,8.657972
826,7.8620057
827,9.731374
828,9.013039
829,20.547955
830,7.137881
831,13.975733
832,26.799576
833,11.3536415
834,18.832952
835,31.117071
836,11.03125
837,23.091291
838,22.717852
839,12.052727
840,28.726439
841,21.075216
842,13.076889
843,10.18007
844,28.6709
845,13.1146
846,11.260421
847,17.345423
848,7.103557
849,9.520382
850,19.165216
851,13.210856
852,23.190897
853,13.819384
854,11.976366
855,7.2856565
856,17.237566
857,9.583052
858,10.867287
859,19.97991
860,24.925377
861,26.686232
862,18.644194
863,24.119982
864,22.634409
865,23.968891
866,16.819834
867,24.792654
868,26.965685
869,22.117317
870,8.960107
871,24.810434
872,30.465387
873,31.449528
874,7.0847797
875,28.87406
876,14.012743
877,27.859396
878,11.562823
879,20.515524
880,22.252882
881,22.715616
882,10.288317
883,14.209288
884,31.639496
885,17.132334
886,18.095564
887,25.363409
888,11.110905
889,13.327499
890,10.676096
891,21.120775
892,17.33285
893,12.644552
894,37.91375
895,8.765526
896,19.294012
897,27.613924
898,21.890085
899,35.35019
900,22.547386
901,7.0587373
902,23.574484
903,18.296278
904,23.016806
905,8.234654
906,33.18398
907,22.449316
908,10.682485
909,10.437219
910,32.462646
911,31.282177
912,34.773396
913,10.621008
914,21.546509
915,41.036255
916,15.867527
917,13.429398
918,26.051924
919,22.234587
920,17.579464
921,17.54567
922,17.363794
923,44.07899
924,18.356663
925,8.921301
926,26.393644
927,24.439714
928,28.95463
929,13.850811
930,18.970198
931,44.454
932,12.008331
933,29.826067
934,26.951448
935,13.138062
936,10.137484
937,26.490374
938,19.48152
939,26.256308
940,23.804365
941,33.435436
942,21.70193
943,34.47259
944,18.087404
945,25.637976
946,25.007895
947,37.142704
948,26.95814
949,8.894139
950,30.095636
951,41.614765
952,20.96155
953,14.111449
954,22.196825
955,26.982327
956,32.610153
957,15.370525
958,19.27228
959,24.478102
960,7.9709935
961,29.95119
962,28.293406
963,24.331835
964,29.936415
965,23.013895
966,11.864886
967,28.290136
968,32.20847
969,25.58467
970,25.694437
971,21.479044
972,25.505205
973,17.892363
974,19.843079
975,31.731127
976,9.295736
977,34.754242
978,18.584589
979,35.570473
980,13.373814
981,20.202597
982,30.694405
983,22.795267
984,37.505795
985,12.43722
986,36.309105
987,22.75212
988,19.377932
989,36.22403
990,28.790512
991,20.39004
992,29.329653
993,24.911638
994,14.430084
995,33.977676
996,40.411434
997,34.274776
998,16.797659
999,27.610033
1000,7.1345563
1001,12.789579
1002,30.04408
1003,32.22736
1004,8.310673
1005,27.423223
1006,25.817358
1007,16.681948
1008,18.901892
1009,22.013094
1010,22.362667
1011,26.419498
1012,21.045713
1013,36.19617
1014,30.331945
1015,28.323828
1016,26.98385
1017,28.212934
1018,19.877722
1019,22.382032
1020,19.275
1021,31.035646
1022,41.954884
1023,27.10662
1024,32.862804
1025,33.03399
1026,21.01165
1027,18.019955
1028,31.906507
1029,36.497692
1030,12.32522
1031,27.606905
1032,12.967829
1033,17.920477
1034,25.991564
1035,33.41645
1036,34.26797
1037,12.942912
1038,15.239658
1039,14.454645
1040,34.169186
1041,16.862038
1042,35.73575
1043,36.316166
1044,18.393263
1045,35.42366
1046,20.056694
1047,19.468386
1048,32.905224
1049,25.152346
1050,28.629665
1051,33.076416
1052,16.262491
1053,31.61838
1054,34.418797
1055,38.568455
1056,22.881006
1057,26.839464
1058,23.78992
1059,33.38673
1060,38.659145
1061,24.944574
1062,35.119247
1063,29.392845
1064,33.2972
1065,20.735968
1066,31.087027
1067,23.588903
1068,23.730906
1069,28.215357
1070,26.828539
1071,29.970076
1072,37.675957
1073,35.159176
1074,34.228065
1075,36.27209
1076,35.371605
1077,39.12688
