ID,Answer
390,害怕德軍在東線戰線上沒有足夠兵力應付俄國。故此，他決定於西線調派多一些兵力到東線上應付俄軍，此決定令德軍於西線的進攻上遇到更多困難。為迅速取得西線勝利
391,幅員遼闊
392,伯克制
393,[CLS]
394,國家起源說
395,[CLS]
396,中部科學園區
397,宣統三年九月十九日
398,1991年
399,三國史記
400,第二次工業革命
401,突厥語
402,[CLS]
403,約翰·坎貝爾
404,8小時
405,[CLS]梅艷芳在舞台上，因形象百變，服飾領導香港潮流，形象前衛大膽，因此獲得了什麼稱號?[SEP]以《男人四十》提名香港電影金像獎最佳女主角。[SEP]
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,低地蘇格蘭語
413,空氣
414,非常混亂
415,[CLS]
416,皇太極
417,信陽
418,5年
419,美國空軍准將
420,質量
421,科技
422,媽祖
423,[CLS]
424,計劃委員會
425,15米
426,蘇丹
427,旅帥
428,八公分
429,2012年4月17日
430,恆星
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,2456293.520833
436,[CLS]慢病毒載體廣泛應用在基因治療以及哪一方面的研究上面?[SEP]療
437,陳誠
438,孫中山
439,與德國單獨媾和
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731美元
445,蒙德維爾境內蒙德維爾遺址
446,嘉義市
447,保護農業生產
448,肺呼氣機制
449,五角星
450,波斯薩珊王朝
451,航海貿易
452,
453,[CLS]
454,中國共產黨中央政治局常務委員會
455,1945年
456,一條簡單的直線
457,236路車
458,盟旗制
459,臺南州
460,布朗茜
461,南緯30度
462,[CLS]
463,大滿貫男子單打比賽
464,[CLS]
465,[CLS]拿破崙三世試圖在兩個派別中取得平衡，一個是自由派，另一個是?[SEP]產業開始現代化。他下令對巴黎進行大幅度改造，為現代城市塑造了輪廓。色當會戰完結後三日，法蘭西第二帝國覆亡，取而代之的是法蘭西第三共和國。拿破崙三世被迫流亡英國。1873年，他在英國病逝。路易-拿破崙的父親是拿破崙一世的幼弟路易·波拿巴，而他的母親則是拿破崙的繼女奧坦絲·德·博阿爾內。因此，他是拿破崙的侄[SEP]
466,[CLS]java起初是由哪家公司開發的?[SEP]腦公司
467,[CLS]
468,1912年
469,1982年
470,30年
471,奧地利
472,[CLS]電晶體是20世紀最重要的發明之一，而其發明者來自哪個組織?[SEP]特·布喇頓工作團隊
473,陳奕迅
474,吳三連
475,1917年
476,米勒
477,1月7日
478,掃雷艇部隊
479,海都聯軍被海山和晉王甘麻剌擊潰
480,多黨制
481,民國9年
482,80年代
483,公元前第一個千年的中期
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,
490,[CLS]
491,茲維亞德·加姆薩胡爾季阿
492,避免造成路口交通不暢
493,小口徑速射炮
494,荀子
495,清朝
496,7年
497,雙北合作交流平台
498,[CLS]線傳飛控的發展對於戰鬥機的重大影響是什麼?[SEP]飛機的運動能力
499,[CLS]許蘭亭任教於哪一所大學?[SEP]
500,瑪黛茶
501,二戰時期
502,鈉鹽
503,江戶時代
504,民國4年12月25日
505,西格里
506,1992年
507,軍政
508,貝爾根
509,青蓮居士
510,朱棣
511,十億韓國
512,低稅賦
513,小選舉區制
514,科索沃
515,「反對資產階級自由化
516,多元化
517,工業生物技術
518,四年
519,段祺瑞
520,湯瑪斯伊格頓
521,新店
522,1925年
523,蝸頂
524,[CLS]香港會議展覽中心是在灣仔處於什麼樣子的時代時建成的？[SEP]
525,[CLS]
526,後座雷達官
527,1975年
528,氫硫酸
529,經濟的快速增長
530,使編輯長頁面更容易
531,黨費
532,在同一個生物體中可能同時有雄性及雌性的生殖器官
533,經濟建設
534,《中華民國臨時政府組織大綱》
535,港式酒樓
536,武力衝突
537,帕吉勒提河
538,[CLS]
539,「天」的至高無上
540,開羅
541,2013年
542,許[SEP][PAD]
543,1955年
544,運輸局
545,前一世紀
546,[CLS]
547,1898年
548,[CLS]
549,保羅•狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,紅矮星
554,中生代
555,伊爾庫茨克國立大學
556,泰赤烏
557,23406人
558,1789年
559,兩個
560,永康縣方巖
561,朝鮮日治時期
562,藝聲
563,[CLS]
564,總兵官
565,《金驢記》
566,哈大客運專線
567,[CLS]
568,自然科學研究
569,反文化運動
570,英國
571,趙翼
572,轟炸機
573,都卜勒效應
574,義大利
575,中世紀的漢撒同盟時代
576,延髓的耳蝸核
577,刺史
578,18個
579,至元二十九年
580,保守派
581,南海
582,陶瓷
583,1980年代
584,法國
585,西佛羅里達
586,1997年
587,西北軍務
588,9年
589,ucla
590,1949年
591,101公里
592,國務院常務會議
593,能[SEP][PAD]
594,喬治亞共和國
595,1943年
596,全面性
597,橫位
598,屬聯邦政府之權力
599,韓國
600,氯仿
601,[CLS]
602,瀕危物種
603,越戰
604,[CLS]
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1929年
609,法國電信
610,笛卡爾
611,1897年
612,中山盛產海鹽
613,華北財經辦事處
614,市場分析
615,上海南站
616,[CLS]阿布拉莫夫遊說案醜聞於西元幾年被對手炒作?[SEP]
617,家庭喜劇片
618,同性婚姻者
619,男子
620,反對建文帝削藩
621,建築與規劃學院
622,朱熹
623,自由民主黨
624,傳播色情
625,植物
626,哈大客運專線
627,第五區
628,是梵蒂岡的武裝軍事力量
629,1982年
630,漢武帝
631,關東地方
632,[SEP]
633,巴黎聖母院
634,西方文明
635,常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,枇杷
641,嘉義市
642,一級產業
643,29個
644,民國31年
645,10月23日
646,《希臘、羅馬名人傳》
647,固有詞
648,第二次世界大戰
649,5000噸級
650,薩羅尼加
651,2015年年底
652,古漢語
653,22年
654,阿列克修斯·杜卡斯
655,霍諾里烏斯
656,喜馬拉雅山脈
657,1937年
658,1964年
659,19世紀
660,油氣開發
661,[CLS]什麼是卡門線?[SEP]度
662,明孝宗
663,中亞
664,[CLS]
665,1925年
666,照射紫外線
667,九一八事變
668,春秋
669,對大自然的崇拜
670,馬祖
671,1899年
672,牟定縣
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,[CLS]莫臥兒帝國最後的堡壘指的是哪一個土邦?[SEP]
678,[CLS]
679,[CLS]
680,自主性
681,[CLS]
682,赤城鎮政府街1號
683,內層
684,羅非魚
685,潘普洛納
686,法國阿爾卑斯山礦泉
687,1848年
688,《臺灣府志》
689,杜林
690,第八位
691,雙方在一盤中戰至6比6時
692,民國39年
693,中央印製廠
694,法國的戰爭中支持[SEP][PAD]
695,超新星
696,全斗煥
697,2007年
698,dr.rufusb.vonkleinsmid
699,民法
700,420年
701,軍隊編制問題
702,丁日昌
703,韓國
704,1980年代
705,何韻詩
706,1925年
707,印度河流域文明
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,少
712,北魏孝文帝
713,張名振
714,22
715,公共健康與醫學
716,[CLS]
717,1962年
718,洪武三十一年
719,中國國民黨
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,漳州人
727,6個小時
728,1651年
729,憲法
730,郭沫若作詞，音樂家呂驥
731,[CLS]
732,金正恩
733,[CLS]
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞
736,1787年
737,王保保
738,[CLS]夷陵之戰是劉備以什麼名義對孫權所發動?[SEP]
739,1898年
740,守舊派
741,古巴
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中國共產黨
746,一直維持議會的高度集權
747,抑制人口增加而實行的計劃生育
748,[CLS]
749,全國人民代表大會常務委員會
750,福建社團聯會
751,年輕恆星
752,嚇阻鳥群
753,推行反共政策
754,[CLS]
755,日本
756,分子雲內部
757,柔然
758,十字軍將領們
759,1918年
760,1939年
761,[CLS]
762,基於[SEP][PAD][PAD][PAD]
763,1970年
764,威斯康辛大學麥迪遜分校
765,[SEP]時候
766,[CLS]
767,帕拉多[SEP][PAD]
768,設兩個分組賽階段的資格賽
769,周貽淦
770,民國16年
771,公元前三世紀
772,「三監之亂
773,周恩來
774,馬略
775,至元十三年
776,磷，屍體腐化時產生磷化氫
777,1970年代
778,圖西族
779,聖餐持紀念說
780,印度教
781,三國志
782,地心說
783,長沙太守
784,熱遲滯
785,1978年
786,[PAD]
787,比利時
788,濃硫酸
789,畢達哥拉斯主義
790,兄弟國的盟約
791,2011年
792,硫
793,1979年
794,義大利
795,農業
796,卡拉恰伊湖
797,宋理宗
798,[CLS]哪個國家在西元455年攻進羅馬城，羅馬城遭受毀滅性破壞，西羅馬帝國皇帝被殺?[SEP]提拉
799,臺北
800,民主黨
801,百濟
802,二戰的爆發
803,1976年
804,上海
805,[CLS]
806,麻省理工學院
807,階級社會
808,1920年代
809,部隊局
810,[CLS]明朝與「蒙古部落聯盟」的戰爭在哪一年爆發?[SEP]之變是明朝和蒙古的軍事力量對比的轉折點，也使得兀良哈三衛與明朝的關係從根本上發生了改變。[SEP]
811,1986年
812,隆武帝
813,第一次世界大戰
814,孫叔敖
815,《斯納格的奇妙大陸
816,《突厥[SEP][PAD]
817,78歲
818,半軍事管制
819,中華全國體育協進會改為中華全國體育總會
820,恆星自轉
821,人文關懷
822,1946年
823,《產假和保護婦女兒童權利法》
824,軍閥混戰
825,中國共產黨解放軍
826,扶餘
827,遭受戰禍最劇，經濟破壞最為嚴重。當時人民不是依附塢堡，成為塢主的部曲。就是遷移至各國首都附近，提供生產或兵役用。各國也會互相掠奪人民、財富以充實國力或是補給軍隊。由於人民頻繁的遷移
828,四世紀
829,對境外落地的信號實施地面頻道干擾
830,保證共和派控制國民議會，阻止保王派復辟，但造成政府的長期不穩定
831,[CLS]哪一個國家設置了首個電動電車系統?[SEP]首條用於客運的路面有軌車輛在1807年於英國啟用，是以馬匹拉動的，稱為公共馬車。隨後於19世紀上半葉出現在美國。1828年馬里蘭州巴爾的摩修建了第一條有軌馬車線路，類似線路於1832年在紐約市開通，1834年在紐奧良開通。1879年，德國工程師西門子在柏林的博覽會上首先嘗試使用電力帶動軌道車輛。此後俄國
832,1979年
833,隋朝
834,蘇區
835,三重忠孝橋直接連接市民大道的高度便利性，加上台北市「西區門戶計畫」、捷運機場線等國際工程實施
836,太陽
837,1940年
838,妖怪學
839,1987年
840,待在社福機構
841,汾河
842,關漢卿
843,湯玉麟
844,陳平順
845,核心區域
846,羅貝爾
847,[CLS]
848,1955年
849,外蒙古等五國申請加入聯合國
850,金石並用時代
851,天皇
852,[CLS]金正日將其出生地從蘇聯改為哪一個地方?[SEP]
853,德國人
854,2013年
855,羅馬帝國
856,分子雲
857,外邦人
858,生存競爭中自由淘汰的結果
859,1988年
860,大韓民國
861,王孝通
862,[SEP]盧安達愛國陣線自1994年以來就一直是該國的主導政黨，在全國大選中保持著對總統和議會位置的控制權，黨派的得票率始終在70%以上。一般認為盧安達愛國陣線屬圖西族占主導地位的黨派，但全國各地都因能確保持續的和平、穩定和經濟增長而對其表示支持。不過，包括國際特赦組織和自由之家在內的人權組織聲稱，盧安達政府會通過只[SEP]
863,法文老師
864,[CLS]
865,馬麒
866,基因特質
867,印地語
868,焦爾達諾·布魯諾
869,乾隆
870,長高約八公分
871,潛伏期
872,民國42年
873,地質類學科專業
874,中國科學技術大學副校長
875,咖啡因是一種植物生物鹼，能在許多植物中發現。作為自然殺蟲劑，它能使吞食含咖啡因植物的昆蟲麻痹。人類最常使用的含咖啡因的植物包括咖啡、茶及一些可可。其他不經常使用的包括一般被用來製茶或能量飲料的巴拉圭冬青和瓜拿納樹。兩個咖啡因的別名：馬黛因和瓜拿納因子
876,狄奧多西
877,2000年6月
878,高速公路
879,美西戰爭
880,[CLS]
881,蒂羅爾
882,眾神之王宙斯的戀人之一：埃歐，祂是希拉的女祭司
883,供應服務過多
884,[CLS]議長的權限在哪一場革命中遭到削減?[SEP]時遭削減。[SEP]
885,洛邑
886,[CLS]
887,杜慧度
888,憲政改革
889,[CLS]哪一國的人類學家認為阿伊努人是歐羅巴人種的後代?[SEP]必然會被後起的繁殖係數更高的農業民族之移民人海所淹沒，最終淪為少數民族並逐步走向消亡的命運。[SEP]
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,1922年
894,大學
895,代表著一切非理性力量的總合
896,[CLS]西德居民若欲訪問東德則必須提前向哪個政府機構申請?[SEP]東德對過境檢查非常嚴格。國家安全局六處出入境控制單位直接管轄檢查站，他們身著邊防軍制服參與管理和監察，同時監視邊防軍和海關人員是否違規。不同的檢查站按允許通過的人員類型劃分。普拉伯檢查哨和查理檢查站是盟軍占領軍開設的檢查站，但僅為外交人員和外國公民使用。腓特烈大街車站則可供西柏林的鐵路乘客站內轉車，[SEP]
897,冷戰時期
898,1970年
899,恆星殘骸
900,顯微注射
901,馬可波羅
902,[CLS]
903,上海鐵路局
904,[PAD][PAD][PAD][PAD]
905,《倫敦條約》
906,16世紀
907,使用精子庫的權利，已婚女性不能夠根據精子供體身份和性狀挑選精子
908,質量非常巨大的恆星每年可能損失10−7到10−5太陽質量
909,飛行運行支持部門和幾所航空培訓學校，以及加拿大空軍一師和加拿大北美空防司令部地區總部。加拿大軍隊第17聯隊
910,[CLS]
911,1950年代
912,[SEP]攻陷和劫掠，直到1261年收復。1453年5月29日，鄂圖曼帝國攻陷了首都君士坦丁堡，末代皇帝君士坦丁十一世戰死，歷時一千餘年的東羅馬帝國就此滅亡，羅馬帝國也正式終結。[SEP]
913,行為不檢點
914,文藝復興式
915,楚州
916,1584年
917,1990年10月3日
918,西部魯爾區
919,柏林國際廣播電台
920,本超星系團
921,春秋時期
922,使郵驛通信十分有效地發揮效能
923,媒體維基
924,歷史
925,1949年
926,7個
927,3月1日
928,1884年
929,俄國
930,大慶油田
931,私立大學
932,漢諾瓦的技術信息圖書館
933,早期韓國華僑的聚集所在
934,李雄
935,許[SEP][PAD]
936,[CLS]
937,英語
938,[UNK]稻
939,宋真宗
940,120%
941,美國聯邦調查局
942,9月
943,其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個太陽質量
948,福建人
949,民國28年
950,聶耳
951,公共汽車
952,核質
953,鴨巴甸
954,東正教
955,八角鼓
956,迦太基式的和平
957,[CLS]
958,1642年
959,徐載弼
960,貴由
961,匈奴人
962,芝加哥大學
963,造[SEP][PAD]
964,[CLS]
965,紐格威森林
966,2012年
967,拿破崙
968,戴克里先
969,[CLS]
970,熱帶氣旋形狀
971,市場經濟
972,1961年
973,亞歷山大六世
974,1871年
975,[CLS]中國大陸地方所發起的哪些集會替打倒四人幫和結束文化大革命定下群眾基礎?[SEP]1976年4月5日，為中國清明節。為紀念周恩來，北京民眾自發在天安門廣場集會
976,20世紀60年代到70年代初
977,1958年底
978,採胡漢分治的制度
979,涵元門
980,杜甫
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國
988,打破香港華語片票房紀錄
989,南部沿海地區
990,
991,白[UNK]紀滅絕事件
992,模特
993,上帝創造萬物
994,1258年
995,元朝
996,1929年
997,1972年
998,新式鐵製蒸汽船
999,文森特
1000,反環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,蘇聯紅軍
1004,在西方有親戚或朋友並且在國家銀行有外匯帳戶
1005,1991年
1006,[CLS]在2009年度《美國新聞與世界報道》的「最佳研究生學院」的排名中哈佛大學的哪一個學院位[SEP]學院」的排名中，印第安納大學公共環境事務學院
1007,太陽
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,芝加哥公牛隊
1015,蓋戳形式
1016,東校區
1017,100萬到1兆倍
1018,[CLS]哪一代戰機開始戰機開始高度複雜化、電子化，戰機成本開始大幅上升?[SEP]的角度以外，三角翼與幾何可變翼是另外兩類新型態的高速飛行機翼設計。而另外一項關鍵性的突破是機身採用面積律的理論來設計。第三代戰鬥機出現於1960年代，這個階段將先前累積的使用經驗以及各種試驗的結果加以整合。許多高速飛行時的現象和控制問題獲得相當程度的解決，高後掠角度的機翼設計已經不受到青睞，三角翼和幾何可[SEP]
1019,匈奴
1020,9月10日
1021,貴族等級制度
1022,酶
1023,伊薩克二世
1024,戴克里先
1025,外部刺激
1026,麥克阿瑟元帥
1027,臺灣本身財政負擔
1028,武漢行營副主任
1029,躲避戰亂
1030,朝鮮半島
1031,16倍
1032,[CLS]
1033,落實外交政策
1034,1823年
1035,輔音
1036,三人團
1037,舊石器時代
1038,[CLS]
1039,荀子
1040,集團軍
1041,重慶公立法政專門學校
1042,尷尬事件
1043,[CLS]
1044,韓語
1045,倫敦霍洛威
1046,基督教
1047,烏爾蘇拉
1048,1964年
1049,印度洋
1050,維持現狀
1051,挪威
1052,南北戰爭
1053,軍事介入失敗
1054,南華縣
1055,英式
1056,李紳
1057,路面電車
1058,帝位世襲
1059,18
1060,1939年
1061,唐史學家
1062,劉表
1063,慶元
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,唐朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,[CLS]黃河氾濫大災難造成多少人民死亡?[SEP]縣黨部隨之垮臺。[SEP]
1073,1912年
1074,1627年
1075,環境污染
1076,阿內加達島
1077,蔣中正
1078,夏季
1079,臺灣新北地方法院
1080,馬克西米安
1081,6世紀
1082,24所
1083,甘肅省
1084,搶七局
1085,1所
1086,耶穌會
1087,一個
1088,[SEP]浩劫，周恩來不斷設法予以保護，從而挽救了大批珍貴文物，為中華文化存續做出重大貢獻，其中著名的實例有派軍隊進駐保護杭州靈隱寺、北京故宮、莫高窟以及拉薩的布達拉宮等。1968年，北京大學有學生向中央反映「伍豪事件」，毛澤東一開始沉默不語，後親自批示這是污[UNK]。[SEP]
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,[SEP]
1094,省政府
1095,明朝
1096,1968年
1097,具備多功能性
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,[CLS]
1102,抗日戰爭
1103,資格限制
1104,吳國
1105,汗位取得不合法
1106,博尼法斯二世
1107,莊士敦道。這就是香港最早的填海工程之一。到了1902年建造香港電車時，電車路即設在海旁東
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,戰時研發商
1112,赫爾辛基
1113,《男人四十》
1114,西方諸侯國
1115,1846年
1116,辛亥革命
1117,孫文
1118,合會朱陸
1119,阿希佩戈拉公國
1120,阿拉伯半島
1121,亞歷山大一世
1122,加州尤巴城
1123,直轄領地外，統轄所有的諸侯
1124,天下人
1125,日本
1126,尼古拉斯·尼葛洛龐帝
1127,[CLS]苻堅在攻陷壽陽後，派何人去向謝石諸將勸降?[SEP]
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,大約公元185年
1135,弱勢群體
1136,大正天皇
1137,西區圖書館
1138,北齊
1139,足利義輝
1140,內戰
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1807年
1147,英國
1148,瑞士蘇黎世州
1149,建文元年
1150,德國
1151,76間
1152,民國19年
1153,50元
1154,[CLS]在2000年的選舉中，為什麼民進黨得以勝出?[SEP]
1155,7局比賽後
1156,拋秧
1157,七個
1158,周恩來
1159,卡加梅
1160,[CLS]
1161,悉曇體
1162,5月17日
1163,財務分析工具
1164,[CLS]
1165,海軍少尉
1166,德川家康
1167,戰略轟炸機
1168,1836年
1169,敘利亞
1170,洗碗工
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,訂立世界地球日
